9.833220079524711277e-02,3.991556075514129942e-02,2.081709909645298728e-01,2.830178002869804810e-01,1.918888418874827306e-01,1.786746053106185728e-01
9.430996387284722171e-02,1.461616211447817198e-02,1.719788873393696682e-01,3.366318474793999482e-01,1.683366329871894274e-01,2.141265062067157499e-01
1.111923696405735240e-01,3.944900970899605647e-02,1.953060653219698961e-01,2.576054179092425178e-01,2.109305116085491427e-01,1.855166258106689392e-01
1.168678370924795540e-01,3.968915027627249736e-02,1.876981035004845477e-01,2.583746697777059564e-01,2.162218901740394217e-01,1.811483491790181199e-01
9.098753648490873203e-02,1.857367256488849996e-02,1.555597856355055431e-01,3.623406973501818173e-01,1.721744720885960978e-01,2.003638358759192717e-01
9.605615077712151284e-02,4.218789897891807306e-02,1.423310955080290263e-01,4.107311166638042410e-01,1.062135742234247837e-01,2.024801638487024602e-01
1.189328487663659367e-01,4.099113815374457598e-02,2.266239281640441139e-01,1.959848624615238288e-01,2.398516951112844298e-01,1.776155273430372328e-01
9.880274524601796726e-02,3.508980050636659187e-02,1.689869870853754341e-01,3.528364507864090172e-01,1.735397942992016884e-01,1.707442220766293428e-01
1.116403716828737874e-01,4.219135813180134587e-02,1.908772174108259445e-01,2.675594527237772358e-01,1.794966259360864236e-01,2.082349741146353461e-01
9.101505287051468718e-02,2.816646582072991276e-02,1.454747186313596341e-01,3.949226177117021730e-01,1.330413546703964056e-01,2.073797902952973782e-01
9.912699999379118165e-02,3.336582824089833615e-02,1.906700090097739331e-01,2.841601785545038727e-01,2.040618223427481948e-01,1.886151618582844192e-01
2.649999999999999925e-02,4.420000000000000318e-02,2.477999999999999925e-01,2.649999999999999925e-02,5.574999999999999956e-01,9.729999999999999760e-02
1.193549900953091852e-01,6.389960182630685659e-02,1.932850717478636349e-01,2.707843428689905019e-01,1.942687862054590653e-01,1.584072072560707145e-01
9.738848961559178063e-02,3.398630170990410426e-02,1.842079204297077943e-01,1.964078265258842604e-01,2.915362967201433619e-01,1.964731649987687123e-01
1.458339228752134065e-01,6.155114710004326584e-02,2.461152801606394658e-01,2.171131169504521286e-01,2.109277298036564552e-01,1.184588031099953476e-01
9.844666319897357742e-02,3.553780810539781954e-02,1.339599871078023252e-01,3.749584080885076665e-01,2.117266795488403630e-01,1.453704539504782067e-01
9.961490976411847831e-02,3.066544730277858538e-02,1.180090602710259368e-01,3.823033394899004178e-01,1.368355167844239606e-01,2.325717263877526420e-01
9.660769024119668369e-02,2.867678517981681746e-02,1.814629361778468675e-01,3.842649341818598074e-01,1.791955615551131253e-01,1.297920926641667749e-01
