1.947795315833535101e-01,5.224022939981821240e-02,2.279496684940036100e-01,2.702413001718255714e-01,1.450477388032959114e-01,1.097415315477032471e-01
1.112252662711227802e-01,1.781497682137891600e-02,3.521347948083934365e-01,2.341664427212634680e-01,1.875537935070672457e-01,9.710472587077424722e-02
1.733471821582399097e-01,0.000000000000000000e+00,2.962408641075378046e-01,2.533023929403190322e-01,1.020199270921186840e-01,1.750896337017845972e-01
2.376839526172021544e-01,0.000000000000000000e+00,3.254980063872454088e-01,2.362977995141845589e-01,1.133400215459626492e-01,8.718021993540524262e-02
9.719968334366736740e-02,2.422469302962249743e-02,3.235595075047688618e-01,9.047898223994625677e-02,3.184253306021466723e-01,1.461118032798482125e-01
1.990049751243781403e-02,5.000125003125078377e-02,1.924798119952998710e-01,3.808095202380059607e-01,3.760094002350058973e-02,3.192079801995049704e-01
1.113995310043322112e-01,4.308058026313592304e-02,3.827460553091844853e-01,2.001700250575329798e-01,1.818588247085005938e-01,8.074498365731370975e-02
4.287606152592709358e-02,2.239026022062218929e-02,2.093360650971734516e-01,6.097187799401081465e-01,6.668179796739320819e-02,4.899703524877584149e-02
1.723732423841842776e-01,1.077288697152664794e-02,2.634836312292572202e-01,2.749359762343807634e-01,8.223222995512170785e-02,1.962020332255295374e-01
7.317139887532478348e-02,1.789606018240182811e-02,3.532589344428385680e-01,3.929879373865564074e-01,6.548034544597791662e-02,9.720532366690050330e-02
3.189800434980561566e-02,1.252158007158197910e-02,2.406019740649028016e-01,5.451222798705931405e-01,3.661073129955823291e-02,1.332454303435582077e-01
2.649999999999999925e-02,4.420000000000000318e-02,2.477999999999999925e-01,2.649999999999999925e-02,5.574999999999999956e-01,9.729999999999999760e-02
4.765352360612482713e-02,1.107170733595447126e-01,2.426019953715429778e-01,5.910514555798428854e-02,3.496759690716589319e-01,1.902462930331442759e-01
2.536275795109354733e-02,1.513309478783778778e-02,2.140686104226776909e-01,2.012063711475274019e-01,3.883642352097422257e-01,1.558649304811212943e-01
1.212508313209571809e-01,5.473199922908848769e-02,3.458345315808669107e-01,2.335698008873843545e-01,2.142262690182814011e-01,3.038656796342169633e-02
2.734410845902882428e-02,0.000000000000000000e+00,1.930398907865655267e-01,4.345692764953454912e-01,2.078560025779531417e-01,1.371907216811070196e-01
6.075652512556448809e-02,0.000000000000000000e+00,2.550144294443138504e-01,4.106499298131636166e-01,1.470200971902376474e-01,1.265590184267202101e-01
3.017575439385985006e-02,0.000000000000000000e+00,2.130303257581439291e-01,4.343358583964599395e-01,2.293807345183629665e-01,9.307732693317333217e-02
2.373582405126465344e-01,0.000000000000000000e+00,3.264138455733437971e-01,2.358109130952226740e-01,1.134164138091893620e-01,8.700058700959753533e-02
4.894244448955498150e-02,3.312437389924345610e-02,3.807461495646953242e-01,2.363036190061271191e-01,2.779549430774084784e-01,2.292846996297075168e-02
2.019754427766316529e-01,1.808729690206324625e-01,2.253025240080445968e-01,1.040086535710391252e-01,1.978967381167156259e-01,8.994367250693641180e-02
7.130989422817193835e-02,1.730303158900963270e-02,3.708814843958222474e-01,3.319287183333901048e-01,8.485160287442727878e-02,1.237252685791788986e-01
2.022710080755841383e-02,0.000000000000000000e+00,1.956387551726033180e-01,6.481446390903102817e-01,3.821803971679378631e-02,9.777146521273419322e-02
7.104896213308208031e-02,1.768600774128223016e-02,2.950717268559903683e-01,3.795527449940745424e-01,8.019689717167632903e-02,1.564436611038946268e-01
8.917852612414306490e-02,0.000000000000000000e+00,3.507868694048283942e-01,3.213579872831970885e-01,9.921162957315271536e-02,1.394649876146787926e-01
7.081020682482334905e-02,1.762657508944100518e-02,2.940801579577427827e-01,3.807092289382230099e-01,7.992740083660319905e-02,1.568464303531666160e-01
1.317782944573614445e-01,5.825145628640716194e-02,3.435335883397084844e-01,2.041801045026125638e-01,1.729543238580964482e-01,8.930223255581389019e-02
1.950969178992758776e-02,0.000000000000000000e+00,1.886998958425282480e-01,3.759529011489314843e-01,3.686253323121996273e-02,3.789749779873927693e-01
9.875670309379440404e-02,5.357051723125288989e-02,2.061556815300301104e-01,5.798248796173018083e-02,5.457680480214257557e-01,3.776656216176681180e-02
8.959999999999998521e-02,3.254999999999999560e-02,4.514249999999999652e-01,3.529999999999999111e-02,2.696749999999999980e-01,1.214499999999999746e-01
7.705192629815743599e-02,5.237630940773518179e-02,1.924798119952998432e-01,4.017600440010999363e-01,9.712742818570463399e-02,1.792044801120027675e-01
9.717257068573287304e-02,5.219869503262419136e-02,2.537186570335742131e-01,9.439764005899851929e-02,4.294392640183996024e-01,7.307317317067073270e-02
