5.305520696563315042e-02,6.823042851289926047e-02,3.104371586462308374e-01,3.529593940234660443e-01,1.340219821342736040e-01,8.129582971749699238e-02
1.468987996462378376e-01,2.392582245014672135e-02,4.694911387578948325e-01,0.000000000000000000e+00,2.452146792545993881e-01,1.144695598911212447e-01
2.745016897717084473e-02,0.000000000000000000e+00,3.981309055796952157e-01,3.243154700324161199e-01,7.838471618732327506e-02,1.717187392233947563e-01
2.296882687776760357e-01,0.000000000000000000e+00,2.771739782632174909e-01,3.070510538379382370e-01,1.115880171686180755e-01,7.449868195255029968e-02
7.733543808772111450e-02,3.289273966878689809e-02,3.509701751065174569e-01,1.165495837514865934e-01,2.857418366362977635e-01,1.365102267491901666e-01
2.653421780726024012e-02,6.666888896296542522e-02,2.566418880629354193e-01,3.166438881296043117e-01,5.013500450015000165e-02,2.833761125370845568e-01
1.483144293270875769e-01,5.774888812863496201e-02,5.046553856680439099e-01,0.000000000000000000e+00,2.417853101397405280e-01,4.749598673649307184e-02
5.766923076923077124e-02,3.011538461538461331e-02,2.815615384615384742e-01,4.882807692307692404e-01,8.968846153846153635e-02,5.268461538461538529e-02
2.768695652173913321e-02,1.450434782608695655e-02,3.547478260869565414e-01,3.500043478260869700e-01,5.231304347826087192e-02,2.007434782608695512e-01
9.981894165078895875e-02,2.490604966472624929e-02,4.721517521605944623e-01,2.484394244028758358e-01,8.732381022558606543e-02,6.736002189542826535e-02
4.153232341693362945e-02,1.682810845853836834e-02,3.104268753168201722e-01,4.654282374280581114e-01,4.667731067515888677e-02,1.191071447044908110e-01
2.649999999999999925e-02,4.420000000000000318e-02,2.477999999999999925e-01,2.649999999999999925e-02,5.574999999999999956e-01,9.729999999999999760e-02
6.192198150340810087e-02,8.471071074274376389e-02,3.152420877468078975e-01,0.000000000000000000e+00,4.664869275816825867e-01,7.163829242535760256e-02
3.262792701313886601e-02,2.035447244530600580e-02,2.735584171820671373e-01,4.084741068955967044e-03,5.195544478291639345e-01,1.498199944613680390e-01
1.332114900513811095e-01,7.355426049174110248e-02,3.160798648229249941e-01,2.977861305562261585e-01,1.392116969550674377e-01,4.015655712265940591e-02
1.027499999999999941e-02,0.000000000000000000e+00,2.054999999999999882e-02,5.877250000000000529e-01,1.917750000000000010e-01,1.896750000000000103e-01
8.066737851988295405e-02,0.000000000000000000e+00,3.457832374697166200e-01,3.095271122523701735e-01,1.945036759368880819e-01,6.951859582114203184e-02
4.023467448914963551e-02,0.000000000000000000e+00,2.840428014267142309e-01,2.912430414347144669e-01,3.058435281176039022e-01,7.863595453181772277e-02
2.288355940216008078e-01,0.000000000000000000e+00,2.799738172297174810e-01,3.053065566020582988e-01,1.118086112222262812e-01,7.407542092439725612e-02
5.774792685902641054e-02,0.000000000000000000e+00,4.226327390262538675e-01,3.070608801398495014e-01,1.995975726349391854e-01,1.296088133993111673e-02
1.671500161116481475e-01,1.326710890363011763e-01,2.747424914163805187e-01,1.210040334677822405e-01,1.834950053890684885e-01,1.209373645788192758e-01
6.967812500000000742e-02,2.323749999999999774e-02,2.457468750000000590e-01,4.337718749999999734e-01,6.465937500000000504e-02,1.629062500000000302e-01
2.653421780726024706e-02,0.000000000000000000e+00,2.566418880629354748e-01,5.955865195506516718e-01,5.013500450015000859e-02,7.110237007900263584e-02
9.320310677022568269e-02,2.320077335911197025e-02,3.870795693189772457e-01,2.722424080802693380e-01,1.052035067835594556e-01,1.190706356878562522e-01
1.230232226812936480e-01,0.000000000000000000e+00,4.685318421427553948e-01,1.144393788288930042e-01,1.299700264118272552e-01,1.640355299352307672e-01
