textid,anger,disgust,fear,joy,sad,surprise
1,0.18599069753828668,0.0,0.2835836184966305,0.23402496103649031,0.21679077266042113,0.07960995026817139
2,0.23521853626311023,0.0,0.33243027840153216,0.232612404580731,0.11391825837674362,0.08582052237788304
3,0.16640448012061862,0.0,0.22109826033777832,0.22142903847411274,0.2959348905547457,0.09513333051274457
4,0.020469097776799977,0.0,0.19797937661254147,0.5848836112928619,0.038675280221491415,0.15799263409630535
5,0.07705192629815745,0.05237630940773518,0.19247981199529987,0.40176004400109994,0.09712742818570462,0.17920448011200277
6,0.05462433748471119,0.09359446756463612,0.32849988845896444,0.055385893520619706,0.24109017900413085,0.22680523396693772
7,0.0,0.0,0.0926,0.4444,0.0,0.46299999999999997
8,0.18453090080610798,0.0,0.2652330060784194,0.2531652999643469,0.1397623416263033,0.1573084515248224
9,0.0,0.0992655506667915,0.0,0.2844289081980886,0.0,0.61630554113512
10,0.06990174754368858,0.017400435010875268,0.32530813270331754,0.35418385459636487,0.0789019725493137,0.1543038575964399
11,0.09245839421043517,0.0,0.2811095202437198,0.3776778810622008,0.15887155195753933,0.08988265252610501
12,0.11065259145310205,0.0,0.3669006979760753,0.2779256609889318,0.14676027919043008,0.09776077039146072
13,0.09662248457817488,0.021677700283721582,0.3577463420487956,0.24215765548256957,0.17046152615352966,0.1113342914532088
14,0.12164999999999998,0.0,0.24352500000000002,0.218425,0.35742499999999994,0.058975
15,0.07895627557771008,0.09801070802178528,0.4878688575033078,0.05538631957906396,0.1297963014246592,0.14998153789347363
16,0.22105032468914096,0.020136684340876784,0.3817374060614313,0.21436185604738842,0.11070389031209306,0.052009838549069334
17,0.08354338791320946,0.05948098626140104,0.2618010476747914,0.4610710283507504,0.10077619701697987,0.03332735278286778
18,0.17432363036838833,0.022111408416443684,0.20808670504608234,0.258671855996108,0.08431308954296063,0.252493310630017
19,0.03305464562013825,0.0,0.28653117130657973,0.4337710114273074,0.17287325113106405,0.07376992051491066
20,0.02913518602173156,0.0,0.20568427513767576,0.4105443924508523,0.22147086308979874,0.13316528329994173
21,0.24256771901994936,0.040481404210562615,0.25886511371277826,0.2316154283842268,0.16428780799006845,0.06218252668241461
22,0.030175754393859854,0.0,0.21303032575814398,0.45098627465686647,0.22938073451836297,0.07642691067276683
23,0.029261315425828507,0.0,0.24685749957574732,0.2242205871657495,0.3556874106038934,0.1439731872287813
24,0.1176,0.0,0.0588,0.0,0.1176,0.7059
25,0.07705192629815745,0.05237630940773518,0.19247981199529987,0.4017600440011,0.09712742818570462,0.17920448011200282
26,0.2336625425511914,0.0,0.3368054305520554,0.23028644802054457,0.11428319992959804,0.0849623789466105
27,0.14507862696567417,0.08732718317957949,0.3077826945673642,0.20418010450261256,0.16632915822895572,0.08930223255581389
28,0.08287707192679819,0.01740043501087527,0.3520088002200055,0.22690567264181608,0.13410335258381462,0.18670466761669044
